id_luminaria,fecha_instalacion,horas_uso_acumuladas,porcentaje_vida_consumida,vida_util_real_calculada,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,dias_restantes_estimados,dias_restantes_predichos,horas_restantes_estimadas,nivel_riesgo,prioridad_mantenimiento,estado_actual,fecha_falla,fecha_cambio,motivo_cambio,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-03098,2021-10-20,18900,32.59,57987,12600,19.66628468851387,63.81816119595869,223.68897683012185,3257.0,3276.196427235717,39087,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03099,2021-04-23,21060,45.12,46678,14040,22.76093704659683,56.43743331029948,223.55985180520068,2135.0,2117.3504833553343,25618,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03100,2020-07-12,24480,42.57,57508,16320,18.33614873013088,42.082508757704126,218.0445218472839,2752.0,2779.386082509204,33028,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03101,2022-08-12,15348,29.94,51266,10232,22.873970483006225,58.28504789171743,219.77920657612887,2993.0,3224.6067272133423,35918,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03102,2022-07-13,15708,27.09,57994,10472,18.425196737383583,45.74810072555597,219.6064233126474,3524.0,3528.4986485914837,42286,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03103,2021-07-26,19932,35.45,56221,13288,18.7290573858704,44.41607383293727,221.052928690946,3024.0,3006.676112251962,36289,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03104,2022-09-21,14868,38.49,38623,9912,25.750027539542423,59.51437195834512,222.0548891984965,1980.0,1975.8742819116333,23755,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03105,2019-10-30,27552,45.06,61146,18368,21.088543467613807,53.2761164733188,221.14160343835545,2800.0,2803.8982454052325,33594,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03106,2023-07-10,11364,18.22,62376,7576,18.50759648701283,69.39004391267197,218.7111681729208,4251.0,4230.223140669799,51012,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03107,2023-07-01,11472,20.26,56620,7648,21.07384430431479,43.47603982574157,219.20129598250705,3762.0,3907.450224072946,45148,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03108,2020-11-09,23040,47.49,48510,15360,24.45308897380208,57.57907536099687,221.63807183290768,2122.0,2143.6750700025545,25470,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03109,2022-10-28,14424,31.06,46442,9616,24.86344522934827,54.51070078794357,223.0228845879507,2668.0,2647.157969441186,32018,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03110,2019-12-26,26868,62.0,43332,17912,24.01283894658514,63.54988520176661,219.37786806794088,1372.0,1364.4544554264266,16464,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03111,2021-01-11,22284,46.91,47504,14856,21.239566246390893,40.758742269688994,221.61737803667845,2102.0,2056.917511125873,25220,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03112,2019-09-08,28176,70.11,40190,18784,21.907755857999483,41.93537832214101,220.91589070738465,1001.0,1011.6826127345688,12014,MEDIO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03113,2021-03-14,21540,34.35,62716,14360,19.64911134568317,47.5301853632312,219.07370264178303,3431.0,3574.7278010576724,41176,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03114,2021-01-14,22248,48.69,45689,14832,23.21686672412749,58.200446385738736,220.4595676001064,1953.0,1973.0088081601584,23441,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03115,2020-06-28,24648,43.3,56922,16432,20.32160396405246,63.10366623009303,218.79474074520127,2690.0,2667.0310237226468,32274,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03116,2021-06-06,20532,45.87,44762,13688,18.99923155701734,69.30584406389691,223.91307374233088,2019.0,2032.8511640940635,24230,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03117,2022-07-18,15648,30.87,50692,10432,21.35947070777149,46.17845934151591,220.54205845770707,2920.0,2972.4094842184472,35044,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03118,2023-07-18,11268,19.31,58345,7512,20.667344011568133,40.53384670038476,222.4969730327701,3923.0,3959.553270147269,47077,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03119,2022-04-05,16896,35.2,48001,11264,22.71968517180871,63.29102385397167,222.72737787826836,2592.0,2583.637259165904,31105,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03120,2022-01-28,17700,36.28,48791,11800,25.347613375416977,56.84171119463118,220.8924991933229,2591.0,2563.1001998779743,31091,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03121,2020-07-10,24504,47.07,52054,16336,21.231068535088703,60.50742499974129,218.6084488774252,2296.0,2313.113471634994,27550,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03122,2023-05-26,11904,26.67,44628,7936,18.364203998397947,56.239865778094114,222.76380635626185,2727.0,2738.292080422558,32724,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03123,2020-05-26,25044,47.85,52342,16696,20.895632573185832,49.42810294662768,222.27265359712143,2275.0,2305.7933419787278,27298,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03124,2021-07-09,20136,31.99,62950,13424,25.539050917873645,58.28223750988914,222.69752991764537,3568.0,3568.245631090972,42814,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03125,2020-11-19,22920,42.83,53514,15280,19.797853153373584,50.083914414494366,219.3423543950197,2550.0,2568.3425367389564,30594,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03126,2023-02-20,13044,23.16,56331,8696,20.76165680668266,51.2340066739166,223.1622034080316,3607.0,3698.7502045241104,43287,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03127,2020-08-19,24024,30.67,78339,16016,23.45246027703516,42.56933997622182,219.0717902787613,4526.0,4500.68335805445,54315,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03128,2022-01-07,17952,35.17,51041,11968,25.725869609889838,69.1195489914337,223.10718252487257,2757.0,2744.535793987171,33089,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03129,2023-02-23,13008,25.15,51719,8672,23.61339933587813,40.495681893595794,218.8769280936453,3226.0,3239.4180995605416,38711,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03130,2020-03-01,26076,50.56,51573,17384,20.913557610335072,55.01999920668156,223.43085289787464,2125.0,2115.816867038653,25497,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03131,2020-12-08,22692,54.97,41280,15128,25.826721862372665,53.12089188555333,220.83103678306915,1549.0,1538.114873709182,18588,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03132,2019-11-12,27396,44.38,61735,18264,22.83142627508248,60.81031109355767,220.3364812552946,2862.0,2830.364367420512,34339,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03133,2023-02-24,12996,26.37,49278,8664,21.129745320331367,69.13884735918813,220.10682688157397,3024.0,2989.691724911292,36282,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03134,2020-07-24,24336,44.62,54538,16224,20.67347073900376,50.52859974182139,218.30961525865388,2517.0,2478.340595127532,30202,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03135,2021-11-01,18756,41.15,45574,12504,20.3896072107551,40.305250077678025,222.17376647241812,2235.0,2233.425131608948,26818,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03136,2021-08-29,19524,40.5,48205,13016,20.99506227771695,46.24803463802707,222.3219212797162,2390.0,2494.1564523281386,28681,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03137,2023-07-11,11352,23.72,47853,7568,19.34485488964907,62.02975940484997,221.22858161283705,3042.0,3028.166548429268,36501,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03138,2020-09-17,23676,46.15,51304,15784,25.733229370621935,65.4603869412567,223.2796804572388,2302.0,2331.70738974605,27628,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03139,2020-05-14,25188,44.25,56918,16792,21.20855448525426,57.81942259621434,219.7228656246088,2644.0,2636.299174753941,31730,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03140,2021-03-23,21432,47.17,45430,14288,20.93703271549536,43.74711715972609,220.4289928039113,2000.0,2016.066468090017,23998,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03141,2021-12-07,18324,38.34,47796,12216,22.18433067691898,55.2701386468618,219.89706830525725,2456.0,2485.659667489226,29472,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03142,2023-05-22,11952,35.61,33567,7968,20.65815774997236,68.42015536242329,223.07067447842692,1801.0,1821.7033786650063,21615,BAJO,5,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-03143,2020-03-27,25764,65.73,39194,17176,23.01372064083079,66.44844822969515,219.97462058628665,1119.0,1123.2060435576466,13430,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03144,2020-06-04,24936,57.83,43117,16624,24.05493361566255,69.44230961103717,222.64858525839344,1515.0,1524.1144534788489,18181,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03145,2020-01-22,26544,40.43,65654,17696,20.04317899331556,53.068594383098485,221.09789593309472,3259.0,3276.281302244412,39110,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03146,2022-08-21,15240,49.97,30498,10160,18.874831466839783,52.14753140106417,222.8277346492424,1272.0,1275.985406456363,15258,BAJO,5,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-03147,2019-11-27,27216,46.26,58835,18144,19.675747454441883,41.14792434967904,223.2345592579425,2635.0,2638.135049799333,31619,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03148,2020-02-01,26424,60.97,43342,17616,25.87793285709339,55.06840387805583,223.70639264086495,1410.0,1384.56511507828,16918,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03149,2020-11-13,22992,87.39,26308,15328,22.269611977412413,53.57663985845704,218.2204812597413,276.0,281.7603952462044,3316,MEDIO,3,OPERATIVO,,,,0.0,0.0369799698635994,0.9630200301364006
LED-03150,2020-10-01,23508,41.7,56368,15672,24.93948481856853,57.96609931680524,222.58209860269835,2738.0,2748.003650520434,32860,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03151,2022-01-10,17916,32.02,55949,11944,19.49013745850315,52.09929663978734,220.82479648961484,3169.0,3156.0715828654625,38033,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03152,2020-02-18,26220,46.23,56721,17480,20.33744799534413,62.27902848602562,221.0349916228344,2542.0,2571.29885031316,30501,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03153,2022-02-22,17400,31.2,55776,11600,22.69447978108265,51.31249521654964,218.52187250638528,3198.0,3172.571332433815,38376,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03154,2022-12-17,13824,31.9,43336,9216,20.882189757864083,47.06340476654993,223.58827831562573,2459.0,2457.076681798224,29512,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03155,2020-04-08,25620,49.91,51336,17080,18.82575673164623,58.488900006782295,218.69337677884,2143.0,2116.473911669394,25716,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03156,2019-11-22,27276,46.06,59220,18184,20.93078547766932,53.61009540901293,222.27000306191408,2662.0,2667.259394074616,31944,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03157,2022-08-08,15396,27.34,56319,10264,24.246517048682364,46.56342046788081,223.227725814408,3410.0,3415.891675311271,40923,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03158,2019-08-28,28308,48.79,58025,18872,22.92655119831896,49.45598039963048,222.32559529005147,2476.0,2443.8858860704318,29717,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03159,2022-07-28,15528,23.97,64782,10352,25.123331793240304,40.09501942415201,219.6926696366216,4104.0,4068.058929188315,49254,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03160,2023-05-27,11892,30.73,38704,7928,25.262932269862063,59.42785352839046,220.86729796779196,2234.0,2303.2180477508696,26812,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03161,2023-02-11,13152,26.06,50475,8768,19.11032377880776,60.690660419868735,220.8741617538544,3110.0,3103.2262581174546,37323,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03162,2020-03-31,25716,50.48,50943,17144,19.67703910361077,67.75259897458422,218.32383579530548,2102.0,2092.401061400327,25227,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03163,2022-09-21,14868,33.9,43855,9912,25.73358093435457,48.455528755584695,221.53326798284183,2416.0,2444.834559386986,28987,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03164,2021-04-09,21228,38.29,55440,14152,22.290638602288848,69.71123568901636,222.2082191703957,2851.0,2872.573329419541,34212,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03165,2022-04-02,16932,40.26,42058,11288,24.08365151487893,57.52788781818381,218.2285562695372,2094.0,2108.8528710919645,25126,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03166,2020-01-05,26748,65.55,40804,17832,25.976599015305148,68.62572191004358,223.6431843000918,1171.0,1181.9392852112926,14056,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03167,2020-05-06,25284,52.18,48457,16856,20.077403644711595,58.32855308308832,218.2450012721184,1931.0,1918.293450340404,23173,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03168,2021-08-26,19560,34.79,56222,13040,21.04614057726176,55.46267344020739,220.79671651560656,3055.0,3025.989693732302,36662,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03169,2022-02-07,17580,32.21,54573,11720,21.43172780549411,68.78005504851757,219.05186546308784,3083.0,3121.449546963692,36993,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03170,2022-12-08,13932,28.56,48775,9288,25.17348791604697,66.15217263736494,221.06586149375332,2904.0,2881.662073158496,34843,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03171,2020-12-25,22488,39.64,56724,14992,18.10891317804881,49.74962228671259,223.593755455239,2853.0,2849.994536382031,34236,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03172,2021-11-23,18492,28.15,65689,12328,20.001071657193958,49.43686721384597,221.77044497863133,3933.0,3746.3632934862526,47197,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03173,2020-08-07,24168,46.41,52071,16112,25.377558709074965,45.88923399686224,223.30543247050792,2325.0,2337.544404573416,27903,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03174,2019-10-03,27876,42.88,65006,18584,23.37332439842956,45.27824897434786,223.50828541928868,3094.0,3075.6380499316183,37130,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03175,2020-12-04,22740,51.02,44572,15160,19.776287250963684,55.11032720263187,222.98286217211972,1819.0,1837.078134975829,21832,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03176,2020-08-11,24120,54.52,44238,16080,23.68992473442352,65.81785674147854,223.61339336121333,1676.0,1644.035259004021,20118,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03177,2023-07-09,11376,22.94,49600,7584,23.67789754020417,69.7821191342646,222.4205635683926,3185.0,3222.693419075396,38224,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03178,2021-01-25,22116,37.84,58442,14744,22.91717305986323,60.690226033085295,222.31835501360425,3027.0,3059.920509391892,36326,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03179,2021-10-25,18840,45.04,41832,12560,19.89472029495528,49.66965496810819,223.5315660237822,1916.0,1923.7653289061227,22992,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03180,2019-10-04,27864,59.7,46671,18576,18.30645777593161,41.454921066818144,219.70350974551036,1567.0,1479.243467324243,18807,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03181,2023-01-15,13476,26.19,51446,8984,18.152258028741908,43.15256785517329,220.15690071096327,3164.0,3213.516208201193,37970,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03182,2020-01-05,26748,50.09,53394,17832,23.127715167978657,64.46009432473298,222.5157599446057,2220.0,2196.796753781761,26646,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03183,2021-03-01,21696,37.99,57108,14464,25.944064290273317,45.49496963481661,219.28696324633628,2951.0,2929.023450237944,35412,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03184,2019-12-06,27108,48.37,56039,18072,25.906308714831248,63.846812491194925,221.7743455913578,2411.0,2431.5410575049505,28931,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03185,2021-09-15,19320,38.85,49735,12880,20.532406395820992,50.013243768086966,223.12834756471065,2535.0,2495.4141375863805,30415,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03186,2023-01-13,13500,26.74,50484,9000,22.05979483730726,67.79241635751093,220.02075673235487,3082.0,3042.551590080083,36984,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03187,2020-04-23,25440,49.64,51251,16960,25.73692493897089,60.76316193441752,219.5079138117579,2151.0,2124.08550679399,25811,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03188,2019-10-20,27672,40.53,68272,18448,20.97284079440685,43.0637109406064,223.39979911877717,3383.0,3400.285144520344,40600,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03189,2019-10-26,27600,63.36,43561,18400,19.128631372154995,63.07973511711042,223.47819858832275,1330.0,1327.3224210074677,15961,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03190,2022-06-29,15876,37.61,42213,10584,22.379360414984447,60.075923481364015,220.95712603342963,2195.0,2181.29095075485,26337,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03191,2019-10-15,27732,65.05,42630,18488,21.63274835683466,52.86252223894935,222.63501179410824,1242.0,1239.7359938532577,14898,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03192,2022-07-30,15504,32.13,48247,10336,18.588066214421403,45.747819037089855,221.30920549787817,2729.0,2806.0697108021054,32743,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03193,2023-07-12,11340,25.96,43684,7560,19.57131269451761,49.00079216394687,221.7603805201327,2695.0,2733.709367913359,32344,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03194,2023-03-16,12756,20.31,62801,8504,25.55043767193392,50.231324055706274,222.2790125780017,4170.0,4197.700631897629,50045,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03195,2023-01-14,13488,32.19,41896,8992,21.16857483133352,57.65822757081566,219.54695417561564,2367.0,2380.9183109628457,28408,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03196,2019-09-29,27924,53.47,52220,18616,24.75262987505788,46.52155312831823,218.0888205369108,2025.0,2029.0695992010728,24296,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03197,2022-05-10,16476,36.18,45541,10984,24.10551896575596,47.24111914012012,222.24180907947596,2422.0,2406.3941139379235,29065,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03198,2022-03-05,17268,38.19,45210,11512,25.99920781607385,66.0857824995199,222.5599002157925,2328.0,2328.81816999754,27942,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03199,2023-06-15,11664,17.59,66320,7776,22.30331760158191,46.53994913165304,221.3472578952131,4555.0,4544.359300730821,54656,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03200,2023-04-08,12480,27.94,44660,8320,22.407697771349795,68.80321117505686,221.3131166536084,2682.0,2691.158891271249,32180,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03201,2019-11-27,27216,75.36,36116,13608,20.22982434668304,51.39370784433866,221.59107847680065,742.0,743.2218210802029,8900,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-03202,2022-05-15,16416,36.24,45294,8208,20.81454332336113,49.47494485459171,221.669707296525,2406.0,2417.097117904041,28878,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03203,2020-01-04,26760,76.66,34905,13380,19.947066234084872,40.58587840890757,219.4724635525248,679.0,649.952309346855,8145,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-03204,2022-11-30,14028,31.55,44464,7014,21.49389342235713,67.39326360758648,222.7477089735524,2536.0,2561.664393831062,30436,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03205,2020-03-12,25944,53.16,48804,12972,25.95244765414491,66.10067581567515,220.79559669980657,1905.0,1903.3701515074104,22860,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03206,2019-11-27,27216,58.4,46603,13608,19.555857845843683,46.00145899460897,220.8174842201109,1616.0,1632.6517858181742,19387,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03207,2019-12-15,27000,51.43,52499,13500,21.348828939071744,57.51511781506974,218.39627322383603,2125.0,2080.426276905501,25499,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03208,2022-07-20,15624,37.8,41337,7812,22.173105572725213,44.85485983804872,221.2114360214884,2143.0,2184.846629660055,25713,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03209,2019-09-08,28176,79.05,35645,14088,21.383253054831357,64.07031996945858,219.69071297962736,622.0,608.8151635746113,7469,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-03210,2021-12-07,18324,37.53,48829,9162,19.874654335728064,55.42741342848576,222.7847869422357,2542.0,2554.0538793796327,30505,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03211,2023-02-28,12948,28.36,45659,6474,19.69742764087126,62.1527530372865,223.6903065576357,2726.0,2724.2462762930054,32711,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03212,2022-01-13,17880,41.41,43172,8940,23.182167907312035,61.05327311462659,219.0565265496152,2108.0,2117.884640822237,25292,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03213,2019-09-15,28092,71.02,39552,14046,24.26611359031821,42.39114218336377,218.84630552642145,955.0,963.5559126526944,11460,MEDIO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03214,2021-10-09,19032,47.23,40299,9516,23.49509694873919,51.80542037990863,222.64339201380093,1772.0,1802.147055896186,21267,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03215,2023-03-04,12900,26.1,49428,6450,19.79018055268165,56.05390600959079,221.37513706162747,3044.0,3050.2551929553865,36528,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03216,2023-03-28,12612,26.13,48259,6306,18.269150580350097,41.95697983802461,218.4677004165855,2971.0,2960.6961294296057,35647,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03217,2021-09-20,19260,44.43,43350,9630,21.65855964968569,46.46989479452242,223.1966393678273,2008.0,1998.1838390107937,24090,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03218,2022-02-20,17424,42.79,40717,8712,22.59676999763464,43.7172409179084,219.02522260303084,1941.0,1963.4294324824664,23293,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03219,2022-02-06,17592,45.68,38510,8796,19.232486349844272,65.19711863669697,218.3830482739346,1743.0,1742.3522976720874,20918,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03220,2023-03-13,12792,28.46,44941,6396,19.287242271708003,55.24554649860611,218.07021576086532,2679.0,2683.623588022549,32149,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03221,2022-06-18,16008,34.75,46068,8004,21.785320385872573,56.85080124554425,222.85225186892447,2505.0,2479.82489023458,30060,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03222,2022-08-02,15468,37.12,41674,7734,24.06039485715112,61.67951003984666,218.5208274422878,2184.0,2200.340712404094,26206,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03223,2022-12-23,13752,29.86,46052,6876,19.70587892356425,42.7155969384764,222.1975787169064,2692.0,2657.0681406070835,32300,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03224,2021-03-02,21684,46.81,46320,10842,18.22552252397229,52.24850539669591,221.49631221279813,2053.0,2073.7685734663182,24636,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03225,2019-12-24,26892,50.99,52739,13446,23.46065337713932,69.52529928684646,223.4335075075844,2154.0,2112.0694775561365,25847,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03226,2021-02-09,21936,41.87,52392,10968,24.00630541163201,65.53310337895437,222.0699572277876,2538.0,2543.247933905557,30456,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03227,2023-01-03,13620,37.01,36797,6810,21.501677171333917,42.83451625536891,222.44218743293655,1931.0,1938.7144391269492,23177,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03228,2023-03-11,12816,26.88,47678,6408,19.618087021472103,60.69326367988208,218.06433681736632,2905.0,2906.000674922755,34862,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03229,2022-03-07,17244,41.24,41809,8622,18.090155569515183,50.57039235484028,220.9935445901557,2047.0,2078.035517739326,24565,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03230,2023-06-25,11544,33.64,34313,5772,19.446992305771293,45.55439625218354,218.9802887387873,1897.0,1894.0050222876816,22769,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03231,2022-10-02,14736,36.79,40049,7368,20.87902409867068,48.22622815180734,221.0666258390857,2109.0,2097.089853318105,25313,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03232,2023-08-01,11100,27.53,40323,5550,20.981813638672755,67.95955053617425,223.26123826096293,2435.0,2414.419280842374,29223,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03233,2019-11-10,27420,62.65,43770,13710,25.78286183587793,56.12464458502575,220.99094136220648,1362.0,1387.0252396349586,16350,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-03234,2022-09-26,14808,36.87,40160,7404,22.72349824623132,59.55799178427252,218.15649972010837,2113.0,2110.1637439866668,25352,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03235,2021-05-23,20700,38.33,54001,10350,20.2097453480876,61.351647751817126,221.63759638119424,2775.0,2730.460965885456,33301,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03236,2020-09-11,19790,32.72,60489,11874,25.296544479106547,62.31118485950076,220.37007002008215,4070.0,4046.801079575409,40699,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03237,2020-11-01,19280,39.04,49379,11568,20.63920768119252,45.68766793293151,222.8411036068326,3010.0,3002.523511117438,30099,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03238,2021-04-27,17510,38.32,45695,10506,21.31478486745301,53.01184839323829,220.4680447424901,2818.0,2800.1553107707005,28185,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-03239,2023-03-12,10670,19.0,56167,6402,18.8089987129319,63.99036409824443,218.72151064091943,4550.0,4536.316410888108,45497,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
