id_luminaria,piso,area,ubicacion_especifica,tipo_led,marca,potencia_watts,vida_util_nominal,fecha_instalacion,criticidad,horas_operacion_dia,vida_util_real_calculada,horas_uso_acumuladas,porcentaje_vida_consumida,ciclos_encendido_dia,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,fecha_falla,fecha_cambio,motivo_cambio,estado_actual,dias_desde_instalacion,horas_restantes_estimadas,dias_restantes_estimados,nivel_riesgo,prioridad_mantenimiento
LED-03033,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 9,LED Panel 60x60,LG,40,50000,2019-10-29,MEDIA,12,64526,27564,42.72,8,18376,23.676541731184486,46.91032466896343,220.48686036444542,,,,OPERATIVO,2297,36962,3080.0,BAJO,5
LED-03034,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 9,LED Panel 60x60,Genérico A,40,50000,2023-02-23,MEDIA,12,42979,13008,30.27,8,8672,20.558218312391197,50.25957415863955,223.39751129877257,,,,OPERATIVO,1084,29971,2498.0,BAJO,5
LED-03035,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 9,LED Panel 60x60,Genérico B,40,50000,2020-12-22,MEDIA,12,33403,22524,67.43,8,15016,20.611954621306012,60.18892519335447,221.1848475685425,,,,OPERATIVO,1877,10879,907.0,BAJO,4
LED-03036,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Samsung,40,50000,2023-01-24,MEDIA,12,54045,13368,24.73,8,8912,18.17711330353717,46.565040327630776,218.6448284238121,,,,OPERATIVO,1114,40677,3390.0,BAJO,5
LED-03037,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Genérico A,40,50000,2019-09-02,MEDIA,12,44260,28248,63.82,8,18832,18.587027117950207,64.38190148294757,221.47778342141967,,,,OPERATIVO,2354,16012,1334.0,BAJO,4
LED-03038,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Samsung,40,50000,2021-01-11,MEDIA,12,51003,22284,43.69,8,14856,18.36206651096441,46.05458824593289,222.51228156683516,,,,OPERATIVO,1857,28719,2393.0,BAJO,5
LED-03039,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Osram,40,50000,2019-12-22,MEDIA,12,42277,26916,63.66,8,17944,20.50958110455922,45.871402447847956,221.09637093416586,,,,OPERATIVO,2243,15361,1280.0,BAJO,4
LED-03040,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,LG,40,50000,2020-12-22,MEDIA,12,58931,22524,38.22,8,15016,24.1264327042471,57.174196838161265,220.5526946993109,,,,OPERATIVO,1877,36407,3034.0,BAJO,5
LED-03041,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Samsung,40,50000,2022-05-01,MEDIA,12,47989,16584,34.56,8,11056,21.503888172495728,57.19778710792849,222.47368343105745,,,,OPERATIVO,1382,31405,2617.0,BAJO,5
LED-03042,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Philips,40,50000,2020-02-16,MEDIA,12,50738,26244,51.72,8,17496,21.414742311164982,48.80232730058185,221.83798560073905,,,,OPERATIVO,2187,24494,2041.0,BAJO,5
LED-03043,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Osram,40,50000,2021-07-19,MEDIA,12,65009,20016,30.79,8,13344,21.75541401327167,60.72753465823098,222.7957028460059,,,,OPERATIVO,1668,44993,3749.0,BAJO,5
LED-03044,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Osram,40,50000,2019-08-31,MEDIA,12,39696,28272,71.22,8,18848,21.31750167719545,63.588817865250945,220.47715562370243,,,,OPERATIVO,2356,11424,952.0,MEDIO,4
LED-03045,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 10,LED Panel 60x60,Genérico B,40,50000,2021-09-25,MEDIA,12,42717,19200,44.95,8,12800,18.673707632565495,55.74670848265452,219.25334620546042,,,,OPERATIVO,1600,23517,1960.0,BAJO,5
LED-03046,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Genérico A,40,50000,2021-10-06,MEDIA,12,56684,19068,33.64,8,12712,21.99649724747939,61.20702705027163,222.46850415831142,,,,OPERATIVO,1589,37616,3135.0,BAJO,5
LED-03047,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Samsung,40,50000,2023-06-02,MEDIA,12,46190,11820,25.59,8,7880,21.37249404893536,57.91638082557979,223.68348726023757,,,,OPERATIVO,985,34370,2864.0,BAJO,5
LED-03048,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Philips,40,50000,2022-12-14,MEDIA,12,63561,13860,21.81,8,9240,18.427644111865586,49.25167638704982,219.72887149166917,,,,OPERATIVO,1155,49701,4142.0,BAJO,5
LED-03049,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Osram,40,50000,2020-12-31,MEDIA,12,45917,22416,48.82,8,14944,23.216526557482222,53.752414953765935,223.59773625285248,,,,OPERATIVO,1868,23501,1958.0,BAJO,5
LED-03050,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Genérico A,40,50000,2022-01-01,MEDIA,12,49130,18024,36.69,8,12016,23.61498683563449,57.00789856539053,221.5276534303296,,,,OPERATIVO,1502,31106,2592.0,BAJO,5
LED-03051,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Genérico A,40,50000,2020-03-13,MEDIA,12,41022,25932,63.21,8,17288,23.566628122897214,68.5964809151856,223.77838467657813,,,,OPERATIVO,2161,15090,1258.0,BAJO,4
LED-03052,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Samsung,40,50000,2020-09-26,MEDIA,12,35373,23568,66.63,8,15712,19.48576948400774,60.85924324280592,218.4239527560463,,,,OPERATIVO,1964,11805,984.0,BAJO,4
LED-03053,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Philips,40,50000,2022-12-26,MEDIA,12,59428,13716,23.08,8,9144,24.65496327480771,49.309900214036894,218.37863134915207,,,,OPERATIVO,1143,45712,3809.0,BAJO,5
LED-03054,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Osram,40,50000,2019-12-11,MEDIA,12,40819,27048,66.26,8,18032,19.42412757777221,63.22900353340452,219.9301042800022,,,,OPERATIVO,2254,13771,1148.0,BAJO,4
LED-03055,Piso 14,Consultorios Médicos,Consultorios Médicos - Sector 11,LED Panel 60x60,Philips,40,50000,2021-11-22,MEDIA,12,48870,18504,37.86,8,12336,23.21592683092684,58.033882297908065,223.54892961158703,,,,OPERATIVO,1542,30366,2530.0,BAJO,5
LED-03056,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Samsung,12,45000,2021-05-04,MEDIA,12,46012,20928,45.48,6,10464,25.07194040057927,42.33681296785471,218.33532960951845,,,,OPERATIVO,1744,25084,2090.0,BAJO,5
LED-03057,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Samsung,12,45000,2022-04-01,MEDIA,12,47124,16944,35.96,6,8472,21.670418522866335,58.407942063082345,219.49134624210043,,,,OPERATIVO,1412,30180,2515.0,BAJO,5
LED-03058,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,LG,12,45000,2020-07-06,MEDIA,12,36449,24552,67.36,6,12276,25.56590737591562,60.24225182314265,222.69742486150736,,,,OPERATIVO,2046,11897,991.0,BAJO,4
LED-03059,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Philips,12,45000,2020-11-18,MEDIA,12,39046,22932,58.73,6,11466,21.650397134324447,65.40176226369583,223.93263188417077,,,,OPERATIVO,1911,16114,1343.0,BAJO,4
LED-03060,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Osram,12,45000,2021-09-04,MEDIA,12,39818,19452,48.85,6,9726,19.196717623306895,51.53109027203038,218.7862532548726,,,,OPERATIVO,1621,20366,1697.0,BAJO,5
LED-03061,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Philips,12,45000,2019-09-11,MEDIA,12,43450,28140,64.76,6,14070,25.296242051610996,69.1698613093118,220.98258946206423,,,,OPERATIVO,2345,15310,1276.0,BAJO,4
LED-03062,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Samsung,12,45000,2021-02-22,MEDIA,12,40671,21780,53.55,6,10890,19.783350893486723,61.25779922866009,218.242674368738,,,,OPERATIVO,1815,18891,1574.0,BAJO,5
LED-03063,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Samsung,12,45000,2021-09-01,MEDIA,12,46284,19488,42.11,6,9744,20.97504403670873,64.1783466614246,221.2017475263597,,,,OPERATIVO,1624,26796,2233.0,BAJO,5
LED-03064,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Samsung,12,45000,2022-04-06,MEDIA,12,40181,16884,42.02,6,8442,25.624542290163667,41.80108939007076,220.34810803220347,,,,OPERATIVO,1407,23297,1941.0,BAJO,5
LED-03065,Piso 14,Sala Espera,Sala Espera - Sector 1,LED Downlight,Philips,12,45000,2019-10-31,MEDIA,12,41953,27540,65.64,6,13770,24.26406831950528,60.12983446084948,221.58827493480214,,,,OPERATIVO,2295,14413,1201.0,BAJO,4
LED-03066,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Philips,12,45000,2019-08-06,MEDIA,12,45274,28572,63.11,6,14286,18.378787237972553,47.22137289346799,220.07266165676307,,,,OPERATIVO,2381,16702,1392.0,BAJO,4
LED-03067,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Samsung,12,45000,2020-11-09,MEDIA,12,43720,23040,52.7,6,11520,24.278946495951107,69.2881480131112,219.4390493483455,,,,OPERATIVO,1920,20680,1723.0,BAJO,5
LED-03068,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Philips,12,45000,2020-03-30,MEDIA,12,55079,25728,46.71,6,12864,24.538354092709238,59.54757706803416,220.5436970436449,,,,OPERATIVO,2144,29351,2446.0,BAJO,5
LED-03069,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Samsung,12,45000,2020-06-22,MEDIA,12,47444,24720,52.1,6,12360,24.61763840069388,63.0695200052922,219.68981476012075,,,,OPERATIVO,2060,22724,1894.0,BAJO,5
LED-03070,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Philips,12,45000,2021-02-02,MEDIA,12,44721,22020,49.24,6,11010,25.01844952249646,65.09689105914615,219.77125400527018,,,,OPERATIVO,1835,22701,1892.0,BAJO,5
LED-03071,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Philips,12,45000,2021-04-23,MEDIA,12,54574,21060,38.59,6,10530,22.844629416246093,47.28014050995414,221.15448748457158,,,,OPERATIVO,1755,33514,2793.0,BAJO,5
LED-03072,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Philips,12,45000,2022-12-23,MEDIA,12,42037,13752,32.71,6,6876,21.095688636141897,65.01091650982079,220.28965530789634,,,,OPERATIVO,1146,28285,2357.0,BAJO,5
LED-03073,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,LG,12,45000,2020-03-29,MEDIA,12,41055,25740,62.7,6,12870,18.56230091223935,68.44621185446394,221.4416347167428,,,,OPERATIVO,2145,15315,1276.0,BAJO,4
LED-03074,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Genérico A,12,45000,2021-06-17,MEDIA,12,45523,20400,44.81,6,10200,24.92610183917462,55.66781213587048,223.56357395476184,,,,OPERATIVO,1700,25123,2094.0,BAJO,5
LED-03075,Piso 14,Sala Espera,Sala Espera - Sector 2,LED Downlight,Osram,12,45000,2019-12-21,MEDIA,12,36573,26928,73.63,6,13464,21.237802491559485,64.67939041438899,221.56085719912582,,,,OPERATIVO,2244,9645,804.0,MEDIO,3
LED-03076,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,LG,12,45000,2023-01-29,MEDIA,12,52633,13308,25.28,6,6654,20.189330032814613,47.93035353180089,220.01538962070205,,,,OPERATIVO,1109,39325,3277.0,BAJO,5
LED-03077,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Philips,12,45000,2022-10-22,MEDIA,12,49289,14496,29.41,6,7248,19.753159745860643,65.87854305278292,223.3625450496623,,,,OPERATIVO,1208,34793,2899.0,BAJO,5
LED-03078,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Genérico A,12,45000,2020-01-08,MEDIA,12,38701,26712,69.02,6,13356,24.676765909026535,63.13022315829656,222.8834966393965,,,,OPERATIVO,2226,11989,999.0,BAJO,4
LED-03079,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Genérico A,12,45000,2022-10-06,MEDIA,12,44075,14688,33.32,6,7344,23.66985866051892,56.180632480206896,223.12751461285688,,,,OPERATIVO,1224,29387,2449.0,BAJO,5
LED-03080,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,LG,12,45000,2021-01-17,MEDIA,12,42289,22212,52.52,6,11106,20.346357225670577,59.64567001504549,218.24077273446954,,,,OPERATIVO,1851,20077,1673.0,BAJO,5
LED-03081,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Samsung,12,45000,2021-05-26,MEDIA,12,52317,20664,39.5,6,10332,22.30104541282836,64.99572413306939,219.9412841497799,,,,OPERATIVO,1722,31653,2638.0,BAJO,5
LED-03082,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,LG,12,45000,2021-01-29,MEDIA,12,46818,22068,47.14,6,11034,25.593057223333314,50.77830747293679,218.0216254393297,,,,OPERATIVO,1839,24750,2062.0,BAJO,5
LED-03083,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Philips,12,45000,2019-10-07,MEDIA,12,49001,27828,56.79,6,13914,22.86449828244089,55.02338472821805,220.29331560573735,,,,OPERATIVO,2319,21173,1764.0,BAJO,4
LED-03084,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Genérico A,12,45000,2021-11-27,MEDIA,12,47366,18444,38.94,6,9222,20.286151201759214,43.672324200597004,222.55471457350555,,,,OPERATIVO,1537,28922,2410.0,BAJO,5
LED-03085,Piso 14,Sala Espera,Sala Espera - Sector 3,LED Downlight,Samsung,12,45000,2019-10-11,MEDIA,12,52305,27780,53.11,6,13890,24.123667577974913,50.73665592177068,222.80808286377027,,,,OPERATIVO,2315,24525,2044.0,BAJO,5
LED-03086,Piso 14,Sala Espera,Sala Espera - Sector 4,LED Downlight,Osram,12,45000,2021-02-23,MEDIA,12,53429,21768,40.74,6,10884,18.269840859661752,56.53493804420958,223.81715936383932,,,,OPERATIVO,1814,31661,2638.0,BAJO,5
LED-03087,Piso 14,Sala Espera,Sala Espera - Sector 4,LED Downlight,LG,12,45000,2021-08-27,MEDIA,12,41903,19548,46.65,6,9774,21.080805431524137,43.38311675467459,223.68060371298134,,,,OPERATIVO,1629,22355,1863.0,BAJO,5
LED-03088,Piso 14,Sala Espera,Sala Espera - Sector 4,LED Downlight,Genérico B,12,45000,2020-04-26,MEDIA,12,38160,25404,66.57,6,12702,20.801721041052076,48.12091542766443,221.61085885314188,,,,OPERATIVO,2117,12756,1063.0,BAJO,4
LED-03089,Piso 14,Sala Espera,Sala Espera - Sector 4,LED Downlight,Philips,12,45000,2020-09-21,MEDIA,12,53836,23628,43.89,6,11814,25.867320922131423,49.11662703912465,219.94234538592144,,,,OPERATIVO,1969,30208,2517.0,BAJO,5
LED-03090,Piso 14,Sala Espera,Sala Espera - Sector 4,LED Downlight,Osram,12,45000,2022-11-14,MEDIA,12,47641,14220,29.85,6,7110,24.08427190407756,68.0743827544818,221.07076996565252,,,,OPERATIVO,1185,33421,2785.0,BAJO,5
LED-03091,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Genérico A,40,50000,2023-03-28,MEDIA,12,45285,12612,27.85,8,8408,21.45540097076738,56.703684307565396,221.49014350848609,,,,OPERATIVO,1051,32673,2723.0,BAJO,5
LED-03092,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Osram,40,50000,2020-07-04,MEDIA,12,45876,24576,53.57,8,16384,24.573370114944126,56.97801246076142,219.80317729830287,,,,OPERATIVO,2048,21300,1775.0,BAJO,5
LED-03093,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Genérico B,40,50000,2023-08-01,MEDIA,12,37481,11100,29.61,8,7400,25.362668493378138,57.247377525337015,223.52009466197603,,,,OPERATIVO,925,26381,2198.0,BAJO,5
LED-03094,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,LG,40,50000,2021-07-28,MEDIA,12,37664,19908,52.86,8,13272,18.182461285500985,48.16755445293909,223.17203883361154,,,,OPERATIVO,1659,17756,1480.0,BAJO,5
LED-03095,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Philips,40,50000,2022-01-02,MEDIA,12,50576,18012,35.61,8,12008,24.71081267411502,58.69213100207557,222.42053807198855,,,,OPERATIVO,1501,32564,2714.0,BAJO,5
LED-03096,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Genérico A,40,50000,2022-04-08,MEDIA,12,41572,16860,40.56,8,11240,23.674096750236,52.65396457853593,220.55878880136234,,,,OPERATIVO,1405,24712,2059.0,BAJO,5
LED-03097,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Osram,40,50000,2020-04-11,MEDIA,12,53871,25584,47.49,8,17056,19.789542118117712,61.70677875983256,221.64694263284832,,,,OPERATIVO,2132,28287,2357.0,BAJO,5
LED-03098,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Osram,40,50000,2021-10-20,MEDIA,12,57987,18900,32.59,8,12600,19.66628468851387,63.81816119595869,223.68897683012185,,,,OPERATIVO,1575,39087,3257.0,BAJO,5
LED-03099,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,LG,40,50000,2021-04-23,MEDIA,12,46678,21060,45.12,8,14040,22.76093704659683,56.437433310299475,223.55985180520068,,,,OPERATIVO,1755,25618,2135.0,BAJO,5
LED-03100,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 1,LED Panel 60x60,Osram,40,50000,2020-07-12,MEDIA,12,57508,24480,42.57,8,16320,18.336148730130876,42.082508757704126,218.0445218472839,,,,OPERATIVO,2040,33028,2752.0,BAJO,5
LED-03101,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Philips,40,50000,2022-08-12,MEDIA,12,51266,15348,29.94,8,10232,22.873970483006225,58.28504789171743,219.77920657612887,,,,OPERATIVO,1279,35918,2993.0,BAJO,5
LED-03102,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Samsung,40,50000,2022-07-13,MEDIA,12,57994,15708,27.09,8,10472,18.425196737383583,45.74810072555597,219.6064233126474,,,,OPERATIVO,1309,42286,3524.0,BAJO,5
LED-03103,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Samsung,40,50000,2021-07-26,MEDIA,12,56221,19932,35.45,8,13288,18.729057385870398,44.41607383293727,221.05292869094598,,,,OPERATIVO,1661,36289,3024.0,BAJO,5
LED-03104,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Genérico A,40,50000,2022-09-21,MEDIA,12,38623,14868,38.49,8,9912,25.750027539542426,59.51437195834512,222.05488919849654,,,,OPERATIVO,1239,23755,1980.0,BAJO,5
LED-03105,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Osram,40,50000,2019-10-30,MEDIA,12,61146,27552,45.06,8,18368,21.088543467613807,53.2761164733188,221.14160343835542,,,,OPERATIVO,2296,33594,2800.0,BAJO,5
LED-03106,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Philips,40,50000,2023-07-10,MEDIA,12,62376,11364,18.22,8,7576,18.50759648701283,69.39004391267197,218.71116817292076,,,,OPERATIVO,947,51012,4251.0,BAJO,5
LED-03107,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Philips,40,50000,2023-07-01,MEDIA,12,56620,11472,20.26,8,7648,21.07384430431479,43.47603982574157,219.20129598250702,,,,OPERATIVO,956,45148,3762.0,BAJO,5
LED-03108,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Philips,40,50000,2020-11-09,MEDIA,12,48510,23040,47.49,8,15360,24.45308897380208,57.57907536099687,221.63807183290768,,,,OPERATIVO,1920,25470,2122.0,BAJO,5
LED-03109,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,LG,40,50000,2022-10-28,MEDIA,12,46442,14424,31.06,8,9616,24.86344522934827,54.51070078794357,223.0228845879507,,,,OPERATIVO,1202,32018,2668.0,BAJO,5
LED-03110,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 2,LED Panel 60x60,Philips,40,50000,2019-12-26,MEDIA,12,43332,26868,62.0,8,17912,24.01283894658514,63.54988520176661,219.37786806794088,,,,OPERATIVO,2239,16464,1372.0,BAJO,4
LED-03111,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Genérico A,40,50000,2021-01-11,MEDIA,12,47504,22284,46.91,8,14856,21.239566246390893,40.758742269688994,221.61737803667845,,,,OPERATIVO,1857,25220,2102.0,BAJO,5
LED-03112,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Genérico A,40,50000,2019-09-08,MEDIA,12,40190,28176,70.11,8,18784,21.907755857999483,41.93537832214101,220.91589070738462,,,,OPERATIVO,2348,12014,1001.0,MEDIO,4
LED-03113,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,LG,40,50000,2021-03-14,MEDIA,12,62716,21540,34.35,8,14360,19.649111345683174,47.5301853632312,219.07370264178306,,,,OPERATIVO,1795,41176,3431.0,BAJO,5
LED-03114,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,LG,40,50000,2021-01-14,MEDIA,12,45689,22248,48.69,8,14832,23.21686672412749,58.200446385738736,220.45956760010642,,,,OPERATIVO,1854,23441,1953.0,BAJO,5
LED-03115,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Samsung,40,50000,2020-06-28,MEDIA,12,56922,24648,43.3,8,16432,20.32160396405246,63.103666230093026,218.79474074520127,,,,OPERATIVO,2054,32274,2690.0,BAJO,5
LED-03116,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Genérico A,40,50000,2021-06-06,MEDIA,12,44762,20532,45.87,8,13688,18.99923155701734,69.30584406389691,223.91307374233088,,,,OPERATIVO,1711,24230,2019.0,BAJO,5
LED-03117,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Osram,40,50000,2022-07-18,MEDIA,12,50692,15648,30.87,8,10432,21.359470707771486,46.17845934151591,220.54205845770707,,,,OPERATIVO,1304,35044,2920.0,BAJO,5
LED-03118,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Osram,40,50000,2023-07-18,MEDIA,12,58345,11268,19.31,8,7512,20.667344011568133,40.53384670038476,222.49697303277006,,,,OPERATIVO,939,47077,3923.0,BAJO,5
LED-03119,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,Samsung,40,50000,2022-04-05,MEDIA,12,48001,16896,35.2,8,11264,22.71968517180871,63.29102385397167,222.72737787826833,,,,OPERATIVO,1408,31105,2592.0,BAJO,5
LED-03120,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 3,LED Panel 60x60,LG,40,50000,2022-01-28,MEDIA,12,48791,17700,36.28,8,11800,25.347613375416977,56.84171119463118,220.89249919332286,,,,OPERATIVO,1475,31091,2591.0,BAJO,5
LED-03121,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Osram,40,50000,2020-07-10,MEDIA,12,52054,24504,47.07,8,16336,21.231068535088703,60.50742499974129,218.6084488774252,,,,OPERATIVO,2042,27550,2296.0,BAJO,5
LED-03122,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Samsung,40,50000,2023-05-26,MEDIA,12,44628,11904,26.67,8,7936,18.364203998397947,56.239865778094114,222.76380635626182,,,,OPERATIVO,992,32724,2727.0,BAJO,5
LED-03123,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Genérico B,40,50000,2020-05-26,MEDIA,12,52342,25044,47.85,8,16696,20.895632573185832,49.428102946627675,222.27265359712146,,,,OPERATIVO,2087,27298,2275.0,BAJO,5
LED-03124,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Samsung,40,50000,2021-07-09,MEDIA,12,62950,20136,31.99,8,13424,25.539050917873645,58.28223750988914,222.69752991764537,,,,OPERATIVO,1678,42814,3568.0,BAJO,5
LED-03125,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Philips,40,50000,2020-11-19,MEDIA,12,53514,22920,42.83,8,15280,19.797853153373584,50.083914414494366,219.3423543950197,,,,OPERATIVO,1910,30594,2550.0,BAJO,5
LED-03126,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Genérico B,40,50000,2023-02-20,MEDIA,12,56331,13044,23.16,8,8696,20.76165680668266,51.2340066739166,223.1622034080316,,,,OPERATIVO,1087,43287,3607.0,BAJO,5
LED-03127,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Philips,40,50000,2020-08-19,MEDIA,12,78339,24024,30.67,8,16016,23.45246027703516,42.56933997622182,219.0717902787613,,,,OPERATIVO,2002,54315,4526.0,BAJO,5
LED-03128,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Genérico B,40,50000,2022-01-07,MEDIA,12,51041,17952,35.17,8,11968,25.725869609889834,69.1195489914337,223.10718252487257,,,,OPERATIVO,1496,33089,2757.0,BAJO,5
LED-03129,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Samsung,40,50000,2023-02-23,MEDIA,12,51719,13008,25.15,8,8672,23.613399335878132,40.495681893595794,218.8769280936453,,,,OPERATIVO,1084,38711,3226.0,BAJO,5
LED-03130,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 4,LED Panel 60x60,Samsung,40,50000,2020-03-01,MEDIA,12,51573,26076,50.56,8,17384,20.913557610335072,55.01999920668156,223.43085289787462,,,,OPERATIVO,2173,25497,2125.0,BAJO,5
LED-03131,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 5,LED Panel 60x60,Philips,40,50000,2020-12-08,MEDIA,12,41280,22692,54.97,8,15128,25.826721862372665,53.12089188555333,220.83103678306915,,,,OPERATIVO,1891,18588,1549.0,BAJO,4
LED-03132,Piso 15,Consultorios Médicos,Consultorios Médicos - Sector 5,LED Panel 60x60,LG,40,50000,2019-11-12,MEDIA,12,61735,27396,44.38,8,18264,22.831426275082478,60.810311093557665,220.33648125529461,,,,OPERATIVO,2283,34339,2862.0,BAJO,5
